flock_year,file_name,bird_label
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_F_22_B1136_09581.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_J_22_B1142_26610.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_E_22_B1134_07273.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_WKY_B1130_01872.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,MS_YB_B1126_13872.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_F_22_B1136_16661.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_A_22_B1113_06715.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_B_22_B1114_11802.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_H_22_B1138_18870.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,WS_RO_B1115_02641.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_KEO_B1122_08796.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_KEO_B1122_22635.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_C_22_B1146_04304.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_I_22_B1139_11430.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_KRE_B1118_12823.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_KEO_B1122_01588.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_I_22_B1139_10289.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_C_22_B1146_09581.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ES_MY_B1128_17188.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_D_22_B1131_08347.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,WS_MR_B1144_06694.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ES_MY_B1128_20533.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_C_22_B1116_25872.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_E_22_B1134_16186.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_KRE_B1118_14466.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_A_22_B1110_23611.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_D_22_B1131_12901.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ES_MY_B1128_21571.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_I_22_B1139_04599.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,OS_EM_B1127_22180.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_D_22_B1131_12095.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_B_22_B1114_05657.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_B_22_B1114_08993.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_MMR_B1124_23792.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_B_22_B1111dupe_16098.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_F_22_B1136_04909.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_MMR_B1124_25490.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_WKY_B1130_04878.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_C_22_B1146_08925.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_F_22_B1136_12978.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ES_MY_B1128_00730.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_WKY_B1130_19319.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_I_22_B1139_12612.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_G_22_B1137_03499.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_MMR_B1124_09519.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_J_22_B1142_15091.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_H_22_B1138_02295.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ES_MY_B1128_06235.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,RS_BO_B1129_12503.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_A_22_B1110_02321.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_YMW_B1119_00637.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ES_MY_B1128_12080.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_WKY_B1130_03778.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_MMR_B1124_14987.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_B_22_B1114_18488.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ES_MY_B1128_18183.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_G_22_B1137_01138.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_E_22_B1134_24147.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_D_22_B1131_00741.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,OS_EM_B1127_21003.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,WS_RO_B1115_12550.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_KEO_B1122_10025.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,MS_YB_B1126_10459.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_D_22_B1132_01330.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,MS_YB_B1126_05120.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_KEO_B1122_16093.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_B_22_B1111dupe_12488.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_D_22_B1131_13660.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ES_MY_B1128_08352.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_E_22_B1134_06297.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_KEO_B1122_13448.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_I_22_B1139_21209.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,WS_RO_B1115_10222.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_WKY_B1130_10139.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_I_22_B1139_23807.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_WKY_B1130_06968.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ES_MY_B1128_22805.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,RS_BO_B1129_17694.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_H_22_B1138_23513.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,RS_BO_B1140_10000.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_F_22_B1136_03747.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_I_22_B1139_08089.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_E_22_B1134_26796.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,MS_YB_B1126_11554.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_B_22_B1114_19800.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_KRE_B1118_05534.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_A_22_B1113_00276.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_YMW_B1119_02032.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_WKY_B1130_01169.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,RS_BO_B1129_07531.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ES_MY_B1128_25206.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_E_22_B1134_14647.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,RS_BO_B1129_10067.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_KEO_B1122_14683.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_H_22_B1138_17064.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_D_22_B1131_11306.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_E_22_B1134_10025.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_D_22_B1131_07014.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,MS_YB_B1126_09318.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_KEO_B1122_12152.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_F_22_B1136_01608.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_A_22_B1111_03111.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_C_22_B1146_04991.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,RS_BO_B1140_11136.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_YMW_B1121_01923.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_KRE_B1118_07903.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,RS_BO_B1129_04991.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_H_22_B1138_24493.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_D_22_B1132_02213.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_F_22_B1136_06787.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,RS_BO_B1129_14972.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,WS_MR_B1144_20373.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_A_22_B1110_10062.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ES_MY_B1128_19335.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,MS_YB_B1126_16036.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,OS_EM_B1127_23353.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ES_MY_B1128_07309.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_MMR_B1124_07500.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_D_22_B1131_09395.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_KEO_B1122_21437.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_H_22_B1138_22588.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,WS_MR_B1144_09457.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_E_22_B1134_19350.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,WS_RO_B1115_13727.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,RS_BO_B1129_06178.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,RS_BO_B1129_11389.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_J_22_B1142_24534.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_KEO_B1122_07784.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_F_22_B1136_14579.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,WS_RO_B1115_06539.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_J_22_B1142_22408.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_A_22_B1113_05699.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_KRE_B1118_00865.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,MS_YB_B1126_12694.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_KRE_B1118_08626.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_B_22_B1111dupe_13980.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_YMW_B1119_03091.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_H_22_B1138_21721.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_E_22_B1134_21437.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_E_22_B1134_28361.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_H_22_B1138_09318.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_KEO_B1122_11120.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,RS_BO_B1140_06694.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_C_22_B1146_07908.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_B_22_B1114_04118.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_I_22_B1139_09189.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,RS_BO_B1129_03819.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_A_22_B1110_11193.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,RS_BO_B1129_08838.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_E_22_B1134_13490.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_KEO_B1122_05544.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_KRE_B1118_04031.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_WKY_B1130_16754.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,WS_RO_B1115_01319.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_F_22_B1136_11017.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_D_22_B1131_06049.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_C_22_B1116_26724.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,MS_YB_B1126_14962.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,WS_MR_B1144_07681.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_KRE_B1118_13639.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,MS_YB_B1126_18751.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ES_MY_B1128_02739.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_H_22_B1138_20574.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,WS_RO_B1115_19422.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_A_22_B1110_24498.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_B_22_B1114_10423.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,OS_EM_B1127_09597.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_KRE_B1118_11761.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,WS_MR_B1144_23859.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,WS_RO_B1115_11296.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_B_22_B1114_01314.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_C_22_B1146_06792.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_H_22_B1138_19727.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_E_22_B1134_18049.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,WS_RO_B1115_24198.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,MS_YB_B1126_19923.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_A_22_B1110_21457.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,WS_MR_B1144_13309.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,OS_EM_B1127_01769.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_E_22_B1134_11208.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_YMW_B1121_02471.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_KRE_B1118_09411.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_KEO_B1122_20171.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_A_22_B1111_05730.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_MMR_B1124_26817.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_I_22_B1139_22619.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ES_MY_B1128_03871.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ES_MY_B1128_15034.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_WKY_B1130_08900.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,WS_MR_B1144_10371.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_KRE_B1118_03277.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_E_22_B1134_25345.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_C_22_B1116_25076.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_KRE_B1118_07211.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_MMR_B1124_06131.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,RS_BO_B1129_00436.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_J_22_B1142_11936.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ES_MY_B1128_16098.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_D_22_B1131_03592.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_I_22_B1139_00875.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_B_22_B1114_07066.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_MMR_B1124_02197.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_D_22_B1131_01593.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_D_22_B1132_00493.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,WS_RO_B1115_08956.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,WS_MR_B1144_15385.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_G_22_B1137_04563.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,RS_BO_B1129_02755.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_D_22_B1131_05131.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_MMR_B1124_04124.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_I_22_B1139_25004.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,WS_RO_B1115_16604.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ES_MY_B1128_13045.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_I_22_B1139_16341.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_B_22_B1114_15840.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,RS_BO_B1129_13712.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_KRE_B1118_01841.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,WS_RO_B1115_15333.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,RS_BO_B1140_07887.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_H_22_B1138_17967.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,WS_MR_B1144_05787.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_E_22_B1134_22764.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_KRE_B1118_15767.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_I_22_B1139_20022.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_B_22_B1114_17110.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,S_KRE_B1118_10810.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,WS_RO_B1115_04439.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_F_22_B1136_08120.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_B_22_B1114_13175.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_C_22_B1146_03845.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_C_22_B1146_07376.wav,0
/Users/story/Documents/Birdz/cut_songs/ABLA_2022,ABLA_A_22_B1113_10346.wav,0
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM10_20200424r1_09470.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM4_20200424r0_09230.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM4_20200424r0_03906.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM18_20200424r1_02007.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM2_20200424r1_02134.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM10_20200424r1_25039.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_12465.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM9_20200424r1_12345.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM15_20200424r1_15924.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM18_20200424r1_26198.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM10_20200424r1_08592.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM11_20200424r3_16228.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_23069.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM4_20200424r0_07988.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM6_20200424r1_19831.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM12_20200424r1_10615.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM4_20200424r0_15632.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM13_20200424r1_23917.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM6_20200424r1_08453.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM12_20200424r1_04258.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_04588.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM7_20200424r1_03189.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_05872.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM6_20200424r1_02157.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM7_20200424r1_28866.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM4_20200424r0_13444.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM11_20200424r3_09928.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM10_20200424r1_16618.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM8_20200424r1_03767.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM7_20200424r1_33467.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM18_20200424r1_22048.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM6_20200424r1_00378.wav,6
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM4_20200424r0_01478.wav,6
