flock_year,file_name,bird_label,latitude,longitude
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_05872.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_13973.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_07913.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_19324.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_32558.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_33436.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_16258.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_25335.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_08716.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_11643.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_30840.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_20048.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_10982.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_13290.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_21545.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_22270.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_05238.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_06491.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_24585.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_31613.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_01883.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_15613.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_23830.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_17808.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_03470.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_07166.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_14697.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_18536.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_00967.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_20731.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_02656.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_26889.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM16_20200424r1_28694.wav,6,37.71023,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM15_20200424r1_15924.wav,6,37.7109,-122.48561
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM15_20200424r1_02765.wav,6,37.7109,-122.48561
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM5_20200424r1_16832.wav,6,37.71147,-122.48866
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM5_20200424r1_21095.wav,6,37.71147,-122.48866
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM5_20200424r1_13174.wav,6,37.71147,-122.48866
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM5_20200424r1_00326.wav,6,37.71147,-122.48866
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM5_20200424r1_03065.wav,6,37.71147,-122.48866
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM5_20200424r1_08709.wav,6,37.71147,-122.48866
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM5_20200424r1_15211.wav,6,37.71147,-122.48866
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM5_20200424r1_05981.wav,6,37.71147,-122.48866
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM14_20200424r1_16119.wav,6,37.71156,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM14_20200424r1_31313.wav,6,37.71156,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM14_20200424r1_21298.wav,6,37.71156,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM14_20200424r1_22960.wav,6,37.71156,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM14_20200424r1_25598.wav,6,37.71156,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM14_20200424r1_29740.wav,6,37.71156,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM14_20200424r1_14952.wav,6,37.71156,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM14_20200424r1_32840.wav,6,37.71156,-122.48559
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM2_20200424r1_02134.wav,6,37.71212,-122.48983
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM2_20200424r1_09474.wav,6,37.71212,-122.48983
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM2_20200424r1_07838.wav,6,37.71212,-122.48983
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM2_20200424r1_03861.wav,6,37.71212,-122.48983
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM2_20200424r1_05755.wav,6,37.71212,-122.48983
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM1_20200421r1_01605.wav,6,37.71215,-122.48892
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM13_20200424r1_23917.wav,6,37.7124,-122.48553
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM13_20200424r1_20228.wav,6,37.7124,-122.48553
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM13_20200424r1_24892.wav,6,37.7124,-122.48553
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM13_20200424r1_23587.wav,6,37.7124,-122.48553
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM13_20200424r2_06131.wav,6,37.7124,-122.48553
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM13_20200424r1_27294.wav,6,37.7124,-122.48553
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM13_20200424r1_21992.wav,6,37.7124,-122.48553
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM13_20200424r1_11504.wav,6,37.7124,-122.48553
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM13_20200424r2_00776.wav,6,37.7124,-122.48553
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM13_20200424r1_17924.wav,6,37.7124,-122.48553
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM13_20200424r1_05072.wav,6,37.7124,-122.48553
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM13_20200424r1_25827.wav,6,37.7124,-122.48553
/Users/story/Documents/Birdz/cut_songs/LAME_2022,S_WEY_B1076_48018.wav,6,37.71244699,-122.488436
/Users/story/Documents/Birdz/cut_songs/LAME_2022,S_WEY_B1076_49262.wav,6,37.71244699,-122.488436
/Users/story/Documents/Birdz/cut_songs/LAME_2022,S_WEY_B1076_09747.wav,6,37.71244699,-122.488436
/Users/story/Documents/Birdz/cut_songs/LAME_2022,S_WEY_B1076_04134.wav,6,37.71244699,-122.488436
/Users/story/Documents/Birdz/cut_songs/LAME_2022,S_WEY_B1076_01820.wav,6,37.71244699,-122.488436
/Users/story/Documents/Birdz/cut_songs/LAME_2022,S_WEY_B1076_43624.wav,6,37.71244699,-122.488436
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM6_20200424r1_19831.wav,6,37.71246,-122.48857
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM6_20200424r1_08453.wav,6,37.71246,-122.48857
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM6_20200424r1_02157.wav,6,37.71246,-122.48857
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM6_20200424r1_00378.wav,6,37.71246,-122.48857
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM6_20200424r1_17459.wav,6,37.71246,-122.48857
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM6_20200424r1_24874.wav,6,37.71246,-122.48857
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM6_20200424r1_28296.wav,6,37.71246,-122.48857
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM6_20200424r1_23286.wav,6,37.71246,-122.48857
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM6_20200424r1_03804.wav,6,37.71246,-122.48857
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM6_20200424r1_05331.wav,6,37.71246,-122.48857
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM6_20200424r1_21587.wav,6,37.71246,-122.48857
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM6_20200424r1_09815.wav,6,37.71246,-122.48857
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM6_20200424r1_06934.wav,6,37.71246,-122.48857
/Users/story/Documents/Birdz/cut_songs/LAME_2022,ES_BR_B1073_03932.wav,6,37.71252201,-122.489418
/Users/story/Documents/Birdz/cut_songs/LAME_2022,ES_BR_B1073_21359.wav,6,37.71252201,-122.489418
/Users/story/Documents/Birdz/cut_songs/LAME_2022,ES_BR_B1073_07438.wav,6,37.71252201,-122.489418
/Users/story/Documents/Birdz/cut_songs/LAME_2022,ES_BR_B1073_17616.wav,6,37.71252201,-122.489418
/Users/story/Documents/Birdz/cut_songs/LAME_2022,ES_BR_B1073_00596.wav,6,37.71252201,-122.489418
/Users/story/Documents/Birdz/cut_songs/LAME_2022,ES_BR_B1073_10547.wav,6,37.71252201,-122.489418
/Users/story/Documents/Birdz/cut_songs/LAME_2022,ES_BR_B1073_19262.wav,6,37.71252201,-122.489418
/Users/story/Documents/Birdz/cut_songs/LAME_2022,ES_BR_B1073_13820.wav,6,37.71252201,-122.489418
/Users/story/Documents/Birdz/cut_songs/LAME_2022,ES_BR_B1073_22217.wav,6,37.71252201,-122.489418
/Users/story/Documents/Birdz/cut_songs/LAME_2022,ES_BR_B1073_20605.wav,6,37.71252201,-122.489418
/Users/story/Documents/Birdz/cut_songs/LAME_2022,ES_BR_B1073_18503.wav,6,37.71252201,-122.489418
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM11_20200424r3_16228.wav,6,37.71255,-122.48597
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM11_20200424r3_09928.wav,6,37.71255,-122.48597
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM11_20200424r3_17860.wav,6,37.71255,-122.48597
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM11_20200424r3_25343.wav,6,37.71255,-122.48597
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM11_20200424r3_02611.wav,6,37.71255,-122.48597
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM11_20200424r3_00964.wav,6,37.71255,-122.48597
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM11_20200424r2_01204.wav,6,37.71255,-122.48597
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM11_20200424r3_19992.wav,6,37.71255,-122.48597
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM11_20200424r3_04044.wav,6,37.71255,-122.48597
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM11_20200424r3_26780.wav,6,37.71255,-122.48597
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM11_20200424r3_13673.wav,6,37.71255,-122.48597
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM11_20200424r2_03211.wav,6,37.71255,-122.48597
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM11_20200424r3_06018.wav,6,37.71255,-122.48597
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM11_20200424r3_23703.wav,6,37.71255,-122.48597
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM11_20200424r3_11767.wav,6,37.71255,-122.48597
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM11_20200424r2_06862.wav,6,37.71255,-122.48597
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM11_20200424r3_21853.wav,6,37.71255,-122.48597
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM11_20200424r3_08026.wav,6,37.71255,-122.48597
/Users/story/Documents/Birdz/cut_songs/LAME_2022,WRK_S_B1079_05368.wav,6,37.71275402,-122.48657
/Users/story/Documents/Birdz/cut_songs/LAME_2022,WRK_S_B1079_13655.wav,6,37.71275402,-122.48657
/Users/story/Documents/Birdz/cut_songs/LAME_2022,WRK_S_B1079_14884.wav,6,37.71275402,-122.48657
/Users/story/Documents/Birdz/cut_songs/LAME_2022,WRK_S_B1079_04310.wav,6,37.71275402,-122.48657
/Users/story/Documents/Birdz/cut_songs/LAME_2022,WRK_S_B1079_15989.wav,6,37.71275402,-122.48657
/Users/story/Documents/Birdz/cut_songs/LAME_2022,WRK_S_B1079_02249.wav,6,37.71275402,-122.48657
/Users/story/Documents/Birdz/cut_songs/LAME_2022,WRK_S_B1079_07526.wav,6,37.71275402,-122.48657
/Users/story/Documents/Birdz/cut_songs/LAME_2022,WRK_S_B1079_09938.wav,6,37.71275402,-122.48657
/Users/story/Documents/Birdz/cut_songs/LAME_2022,WRK_S_B1079_08791.wav,6,37.71275402,-122.48657
/Users/story/Documents/Birdz/cut_songs/LAME_2022,WRK_S_B1079_12483.wav,6,37.71275402,-122.48657
/Users/story/Documents/Birdz/cut_songs/LAME_2022,WRK_S_B1079_00095.wav,6,37.71275402,-122.48657
/Users/story/Documents/Birdz/cut_songs/LAME_2022,WRK_S_B1079_06431.wav,6,37.71275402,-122.48657
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM9_20200424r1_12345.wav,6,37.71291,-122.48688
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM9_20200424r1_13410.wav,6,37.71291,-122.48688
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM9_20200424r1_19673.wav,6,37.71291,-122.48688
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM9_20200424r1_20420.wav,6,37.71291,-122.48688
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM9_20200424r1_23868.wav,6,37.71291,-122.48688
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM9_20200424r1_22952.wav,6,37.71291,-122.48688
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM9_20200424r1_10517.wav,6,37.71291,-122.48688
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM9_20200424r1_06258.wav,6,37.71291,-122.48688
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM9_20200424r1_21350.wav,6,37.71291,-122.48688
/Users/story/Documents/Birdz/cut_songs/FOFU_2022,WS_EWt_B1065_02486.wav,4,37.71292501,-122.499431
/Users/story/Documents/Birdz/cut_songs/FOFU_2022,WS_EWt_B1065_01763.wav,4,37.71292501,-122.499431
/Users/story/Documents/Birdz/cut_songs/FOFU_2022,WS_EWt_B1065_32863.wav,4,37.71292501,-122.499431
/Users/story/Documents/Birdz/cut_songs/FOFU_2022,WS_EWt_B1065_00989.wav,4,37.71292501,-122.499431
/Users/story/Documents/Birdz/cut_songs/FOFU_2022,WS_EWt_B1065_03313.wav,4,37.71292501,-122.499431
/Users/story/Documents/Birdz/cut_songs/FOFU_2022,WS_EWt_B1065_31278.wav,4,37.71292501,-122.499431
/Users/story/Documents/Birdz/cut_songs/FOFU_2022,FOFU_A_22_B1064_22330.wav,4,37.71306298,-122.501157
/Users/story/Documents/Birdz/cut_songs/FOFU_2022,FOFU_A_22_B1064_23038.wav,4,37.71306298,-122.501157
/Users/story/Documents/Birdz/cut_songs/FOFU_2022,FOFU_A_22_B1064_24044.wav,4,37.71306298,-122.501157
/Users/story/Documents/Birdz/cut_songs/FOFU_2022,FOFU_A_22_B1064_27969.wav,4,37.71306298,-122.501157
/Users/story/Documents/Birdz/cut_songs/FOFU_2022,FOFU_A_22_B1064_26269.wav,4,37.71306298,-122.501157
/Users/story/Documents/Birdz/cut_songs/FOFU_2022,FOFU_A_22_B1064_20987.wav,4,37.71306298,-122.501157
/Users/story/Documents/Birdz/cut_songs/FOFU_2022,FOFU_A_22_B1064_25453.wav,4,37.71306298,-122.501157
/Users/story/Documents/Birdz/cut_songs/FOFU_2022,FOFU_A_22_B1064_24761.wav,4,37.71306298,-122.501157
/Users/story/Documents/Birdz/cut_songs/FOFU_2022,FOFU_A_22_B1064_21592.wav,4,37.71306298,-122.501157
/Users/story/Documents/Birdz/cut_songs/FOFU_2022,FOFU_A_22_B1064_27256.wav,4,37.71306298,-122.501157
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM3_20200424r1_10420.wav,6,37.71313,-122.49125
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM3_20200424r1_02134.wav,6,37.71313,-122.49125
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM3_20200424r1_05921.wav,6,37.71313,-122.49125
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM3_20200424r1_12067.wav,6,37.71313,-122.49125
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM3_20200424r1_07050.wav,6,37.71313,-122.49125
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM3_20200424r1_01343.wav,6,37.71313,-122.49125
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM3_20200424r1_03782.wav,6,37.71313,-122.49125
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM3_20200424r1_02941.wav,6,37.71313,-122.49125
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM3_20200424r1_13725.wav,6,37.71313,-122.49125
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM3_20200424r1_09178.wav,6,37.71313,-122.49125
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM10_20200424r1_09470.wav,6,37.71336,-122.48632
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM10_20200424r1_25039.wav,6,37.71336,-122.48632
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM10_20200424r1_08592.wav,6,37.71336,-122.48632
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM10_20200424r1_16618.wav,6,37.71336,-122.48632
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM10_20200424r1_01969.wav,6,37.71336,-122.48632
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM10_20200424r1_17770.wav,6,37.71336,-122.48632
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM10_20200424r1_12187.wav,6,37.71336,-122.48632
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM10_20200424r1_18859.wav,6,37.71336,-122.48632
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM10_20200424r1_07376.wav,6,37.71336,-122.48632
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM10_20200424r1_04911.wav,6,37.71336,-122.48632
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM10_20200424r1_11095.wav,6,37.71336,-122.48632
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM10_20200424r1_22663.wav,6,37.71336,-122.48632
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM10_20200424r1_26438.wav,6,37.71336,-122.48632
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM10_20200424r1_13294.wav,6,37.71336,-122.48632
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM10_20200424r1_20266.wav,6,37.71336,-122.48632
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM10_20200424r1_03800.wav,6,37.71336,-122.48632
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM10_20200424r1_14416.wav,6,37.71336,-122.48632
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM10_20200424r1_06348.wav,6,37.71336,-122.48632
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM10_20200424r1_15493.wav,6,37.71336,-122.48632
/Users/story/Documents/Birdz/cut_songs/LAME_2022,BW_ES_B1082_13061.wav,6,37.71340102,-122.48617
/Users/story/Documents/Birdz/cut_songs/LAME_2022,BW_ES_B1082_18901.wav,6,37.71340102,-122.48617
/Users/story/Documents/Birdz/cut_songs/LAME_2022,BW_ES_B1082_22093.wav,6,37.71340102,-122.48617
/Users/story/Documents/Birdz/cut_songs/LAME_2022,BW_ES_B1082_17466.wav,6,37.71340102,-122.48617
/Users/story/Documents/Birdz/cut_songs/LAME_2022,BW_ES_B1082_25588.wav,6,37.71340102,-122.48617
/Users/story/Documents/Birdz/cut_songs/LAME_2022,BW_ES_B1082_03003.wav,6,37.71340102,-122.48617
/Users/story/Documents/Birdz/cut_songs/LAME_2022,BW_ES_B1082_10733.wav,6,37.71340102,-122.48617
/Users/story/Documents/Birdz/cut_songs/LAME_2022,BW_ES_B1082_09535.wav,6,37.71340102,-122.48617
/Users/story/Documents/Birdz/cut_songs/LAME_2022,BW_ES_B1082_00922.wav,6,37.71340102,-122.48617
/Users/story/Documents/Birdz/cut_songs/LAME_2022,BW_ES_B1082_21080.wav,6,37.71340102,-122.48617
/Users/story/Documents/Birdz/cut_songs/LAME_2022,BW_ES_B1082_04604.wav,6,37.71340102,-122.48617
/Users/story/Documents/Birdz/cut_songs/LAME_2022,BW_ES_B1082_00338.wav,6,37.71340102,-122.48617
/Users/story/Documents/Birdz/cut_songs/LAME_2022,BW_ES_B1082_23182.wav,6,37.71340102,-122.48617
/Users/story/Documents/Birdz/cut_songs/LAME_2022,BW_ES_B1082_08869.wav,6,37.71340102,-122.48617
/Users/story/Documents/Birdz/cut_songs/LAME_2022,BW_ES_B1082_05368.wav,6,37.71340102,-122.48617
/Users/story/Documents/Birdz/cut_songs/LAME_2022,BW_ES_B1082_02228.wav,6,37.71340102,-122.48617
/Users/story/Documents/Birdz/cut_songs/FOFU_2022,S_KRY_B1068_36653.wav,4,37.71346699,-122.500155
/Users/story/Documents/Birdz/cut_songs/FOFU_2022,S_KRY_B1068_08972.wav,4,37.71346699,-122.500155
/Users/story/Documents/Birdz/cut_songs/FOFU_2022,S_KRY_B1068_37464.wav,4,37.71346699,-122.500155
/Users/story/Documents/Birdz/cut_songs/FOFU_2022,S_KRY_B1068_16263.wav,4,37.71346699,-122.500155
/Users/story/Documents/Birdz/cut_songs/FOFU_2022,S_KRY_B1068_10996.wav,4,37.71346699,-122.500155
/Users/story/Documents/Birdz/cut_songs/FOFU_2022,S_KRY_B1068_38765.wav,4,37.71346699,-122.500155
/Users/story/Documents/Birdz/cut_songs/FOFU_2022,S_KRY_B1068_11859.wav,4,37.71346699,-122.500155
/Users/story/Documents/Birdz/cut_songs/FOFU_2022,S_KRY_B1068_29966.wav,4,37.71346699,-122.500155
/Users/story/Documents/Birdz/cut_songs/FOFU_2022,S_KRY_B1068_08239.wav,4,37.71346699,-122.500155
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM12_20200424r1_10615.wav,6,37.71368,-122.48563
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM12_20200424r1_04258.wav,6,37.71368,-122.48563
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM12_20200424r1_03320.wav,6,37.71368,-122.48563
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM12_20200424r1_12562.wav,6,37.71368,-122.48563
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM12_20200424r1_05140.wav,6,37.71368,-122.48563
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM12_20200424r1_13590.wav,6,37.71368,-122.48563
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM12_20200424r1_14761.wav,6,37.71368,-122.48563
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM12_20200424r1_06952.wav,6,37.71368,-122.48563
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM12_20200424r1_07921.wav,6,37.71368,-122.48563
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM12_20200424r1_11605.wav,6,37.71368,-122.48563
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM12_20200424r1_09665.wav,6,37.71368,-122.48563
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM12_20200424r1_16547.wav,6,37.71368,-122.48563
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM12_20200424r1_06281.wav,6,37.71368,-122.48563
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM12_20200424r1_08724.wav,6,37.71368,-122.48563
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM12_20200424r1_02427.wav,6,37.71368,-122.48563
/Users/story/Documents/Birdz/cut_songs/LAME_2020,LM12_20200424r1_00806.wav,6,37.71368,-122.48563
